mesh_id	mesh_term	drug_name	p_count	c_count
D003922	Diabetes Mellitus, Type 1	anti-pd-1 monoclonal antibody	1	0
D003922	Diabetes Mellitus, Type 1	infliximab	1	0
D003922	Diabetes Mellitus, Type 1	anti-thymocyte globulin	1	1
D003922	Diabetes Mellitus, Type 1	belatacept	1	1
D003922	Diabetes Mellitus, Type 1	adalimumab	1	0
D003922	Diabetes Mellitus, Type 1	cobra venom factor	1	0
D003922	Diabetes Mellitus, Type 1	nor-noha	1	0
D003922	Diabetes Mellitus, Type 1	cholecalciferol	1	0
D003922	Diabetes Mellitus, Type 1	human milk oligosaccharides	1	0
D003922	Diabetes Mellitus, Type 1	ex527	1	0
D003922	Diabetes Mellitus, Type 1	honokiol	1	0
D003922	Diabetes Mellitus, Type 1	as2o3	1	0
D003922	Diabetes Mellitus, Type 1	carbamazepine	1	0
D003922	Diabetes Mellitus, Type 1	parathyroid hormone	2	0
D003922	Diabetes Mellitus, Type 1	bl001	2	0
D003922	Diabetes Mellitus, Type 1	tocilizumab	1	1
D003922	Diabetes Mellitus, Type 1	galunisertib	1	0
D003922	Diabetes Mellitus, Type 1	tat peptide	1	0
D003922	Diabetes Mellitus, Type 1	srt3025	1	0
D003922	Diabetes Mellitus, Type 1	17beta-estradiol	1	0
D003922	Diabetes Mellitus, Type 1	amlexanox	1	0
D003922	Diabetes Mellitus, Type 1	bx912	1	0
D003922	Diabetes Mellitus, Type 1	cilostamide	1	0
D003922	Diabetes Mellitus, Type 1	bx795	1	0
D003922	Diabetes Mellitus, Type 1	sodium butyrate	1	0
D003922	Diabetes Mellitus, Type 1	simvastatin	1	1
D003922	Diabetes Mellitus, Type 1	il-33	1	0
D003922	Diabetes Mellitus, Type 1	c10	1	0
D003922	Diabetes Mellitus, Type 1	dimethylsulfoxide	1	0
D003922	Diabetes Mellitus, Type 1	vasculotide	1	0
D003922	Diabetes Mellitus, Type 1	ciglitazone	1	0
D003922	Diabetes Mellitus, Type 1	15d-pgj2	1	0
D003922	Diabetes Mellitus, Type 1	ang-1	1	0
D003922	Diabetes Mellitus, Type 1	naltrexone	1	1
D003922	Diabetes Mellitus, Type 1	mtii	1	0
D003922	Diabetes Mellitus, Type 1	sdf-1alpha	1	0
D003922	Diabetes Mellitus, Type 1	betamethasone	1	0
D003922	Diabetes Mellitus, Type 1	gc7	1	0
D003922	Diabetes Mellitus, Type 1	6-shogaol	1	0
D003922	Diabetes Mellitus, Type 1	troxerutin	2	0
D003922	Diabetes Mellitus, Type 1	interleukin-10	1	0
D003922	Diabetes Mellitus, Type 1	preproinsulin	4	0
D003922	Diabetes Mellitus, Type 1	tgfbeta	2	0
D003922	Diabetes Mellitus, Type 1	tocomin	1	0
D003922	Diabetes Mellitus, Type 1	alprazolam	1	0
D003922	Diabetes Mellitus, Type 1	fenofibrate	3	1
D003922	Diabetes Mellitus, Type 1	2h7	1	0
D003922	Diabetes Mellitus, Type 1	4-phenylbutyric acid	1	0
D003922	Diabetes Mellitus, Type 1	idelalisib	1	0
D003922	Diabetes Mellitus, Type 1	mirtazapine	1	0
D003922	Diabetes Mellitus, Type 1	alpha-1 antitrypsin	2	0
D003922	Diabetes Mellitus, Type 1	b-insulin	1	0
D003922	Diabetes Mellitus, Type 1	nsc23766	1	0
D003922	Diabetes Mellitus, Type 1	doxycycline	1	0
D003922	Diabetes Mellitus, Type 1	salidroside	1	0
D003922	Diabetes Mellitus, Type 1	homotaurine	1	0
D003922	Diabetes Mellitus, Type 1	neratinib	1	0
D003922	Diabetes Mellitus, Type 1	hsa	1	0
D003922	Diabetes Mellitus, Type 1	soluble cd137	1	0
D003922	Diabetes Mellitus, Type 1	oleic acid	1	0
D003922	Diabetes Mellitus, Type 1	cli-095	1	0
D003922	Diabetes Mellitus, Type 1	3,3'-diindolylmethane	1	0
D003922	Diabetes Mellitus, Type 1	growth differentiation factor 11	1	0
D003922	Diabetes Mellitus, Type 1	saline	2	0
D003922	Diabetes Mellitus, Type 1	cl316,243	1	0
D003922	Diabetes Mellitus, Type 1	chrysin	1	0
D003922	Diabetes Mellitus, Type 1	aac2	1	0
D003922	Diabetes Mellitus, Type 1	il10	1	0
D003922	Diabetes Mellitus, Type 1	liraglutide	7	1
D003922	Diabetes Mellitus, Type 1	granulocyte colony stimulating factor	1	1
D003922	Diabetes Mellitus, Type 1	bilirubin	1	0
D003922	Diabetes Mellitus, Type 1	teneligliptin	1	0
D003922	Diabetes Mellitus, Type 1	cli095	1	0
D003922	Diabetes Mellitus, Type 1	l48h37	1	0
D003922	Diabetes Mellitus, Type 1	hyaluronic acid	1	0
D003922	Diabetes Mellitus, Type 1	trametinib	1	0
D003922	Diabetes Mellitus, Type 1	sr1001	1	0
D003922	Diabetes Mellitus, Type 1	morroniside	1	0
D003922	Diabetes Mellitus, Type 1	peroxiredoxin 6	2	0
D003922	Diabetes Mellitus, Type 1	pargyline	1	0
D003922	Diabetes Mellitus, Type 1	ethyl pyruvate	1	0
D003922	Diabetes Mellitus, Type 1	mcc950	1	0
D003922	Diabetes Mellitus, Type 1	mr1	1	0
D003922	Diabetes Mellitus, Type 1	peq	1	0
D003922	Diabetes Mellitus, Type 1	beta-hydroxy-beta-methylbutyrate	1	0
D003922	Diabetes Mellitus, Type 1	am-630	1	0
D003922	Diabetes Mellitus, Type 1	jwh-133	1	0
D003922	Diabetes Mellitus, Type 1	il-2	1	0
D003922	Diabetes Mellitus, Type 1	as1842856	1	0
D003922	Diabetes Mellitus, Type 1	lesogaberan	1	0
D003922	Diabetes Mellitus, Type 1	trigonelline	1	0
D003922	Diabetes Mellitus, Type 1	lithium chloride	1	0
D003922	Diabetes Mellitus, Type 1	vp	1	0
D003922	Diabetes Mellitus, Type 1	glp-1	1	0
D003922	Diabetes Mellitus, Type 1	bb-cl-amidine	1	0
D003922	Diabetes Mellitus, Type 1	pemafibrate	1	0
D003922	Diabetes Mellitus, Type 1	dimethyl fumarate	1	0
D003922	Diabetes Mellitus, Type 1	resolvin d1	1	0
D003922	Diabetes Mellitus, Type 1	gsk2795039	1	0
D003922	Diabetes Mellitus, Type 1	vas2870	1	0
D003922	Diabetes Mellitus, Type 1	n-acetyl cysteine	1	1
D003922	Diabetes Mellitus, Type 1	gkt137831	1	0
D003922	Diabetes Mellitus, Type 1	4mu	1	0
D003922	Diabetes Mellitus, Type 1	tgfbeta1	1	0
D003922	Diabetes Mellitus, Type 1	l-carnitine	1	0
D003922	Diabetes Mellitus, Type 1	thymulin	1	0
D003922	Diabetes Mellitus, Type 1	carvedilol	1	0
D003922	Diabetes Mellitus, Type 1	substance p	1	0
D003922	Diabetes Mellitus, Type 1	gw9662	1	0
D003922	Diabetes Mellitus, Type 1	adrenomedullin 2	1	0
D003922	Diabetes Mellitus, Type 1	nap-gffy	1	0
D003922	Diabetes Mellitus, Type 1	alum	2	0
D003922	Diabetes Mellitus, Type 1	regular insulin	1	1
D003922	Diabetes Mellitus, Type 1	gsh	1	0
D003922	Diabetes Mellitus, Type 1	valproic acid	1	0
D003922	Diabetes Mellitus, Type 1	cinnamaldehyde	1	0
D003922	Diabetes Mellitus, Type 1	caffeic acid	1	0
D003922	Diabetes Mellitus, Type 1	pfk15	1	0
D003922	Diabetes Mellitus, Type 1	s-adenosylmethionine	1	0
D003922	Diabetes Mellitus, Type 1	cyanocobalamin	1	0
D003922	Diabetes Mellitus, Type 1	kynurenine	1	0
D003922	Diabetes Mellitus, Type 1	bryonia alba	1	0
D003922	Diabetes Mellitus, Type 1	acarbose	1	1
D003922	Diabetes Mellitus, Type 1	cordycepin	1	0
D003922	Diabetes Mellitus, Type 1	phenylbutyrate	1	0
D003922	Diabetes Mellitus, Type 1	cibinetide	1	0
D003922	Diabetes Mellitus, Type 1	fructan	1	0
D003922	Diabetes Mellitus, Type 1	chenodeoxycholic acid	2	0
D003922	Diabetes Mellitus, Type 1	pramlintide	1	1
D003922	Diabetes Mellitus, Type 1	humalog	1	1
D003922	Diabetes Mellitus, Type 1	insulin lispro	1	1
D003922	Diabetes Mellitus, Type 1	meldonium	1	0
D003922	Diabetes Mellitus, Type 1	ellagic acid	1	0
D003922	Diabetes Mellitus, Type 1	syngeneic bone marrow transplantation	1	0
D003922	Diabetes Mellitus, Type 1	bkm120	1	0
D003922	Diabetes Mellitus, Type 1	drug	1	0
D003922	Diabetes Mellitus, Type 1	insulin detemir	1	1
D003922	Diabetes Mellitus, Type 1	cepharanthine	1	0
D003922	Diabetes Mellitus, Type 1	gallic acid	1	0
D003922	Diabetes Mellitus, Type 1	niclosamide ethanolamine salt	1	0
D003922	Diabetes Mellitus, Type 1	alpha-lipoic acid	1	0
D003922	Diabetes Mellitus, Type 1	sorafenib	1	0
D003922	Diabetes Mellitus, Type 1	methamphetamine	1	0
D003922	Diabetes Mellitus, Type 1	e2	1	0
D003922	Diabetes Mellitus, Type 1	pk2	1	0
D003922	Diabetes Mellitus, Type 1	insulin-like growth factor-i	1	0
D003922	Diabetes Mellitus, Type 1	e	1	0
D003922	Diabetes Mellitus, Type 1	astilbin	1	0
D003922	Diabetes Mellitus, Type 1	thymoquinone	2	0
D003922	Diabetes Mellitus, Type 1	abscisic acid	1	0
D003922	Diabetes Mellitus, Type 1	naringenin	1	0
D003922	Diabetes Mellitus, Type 1	pentaglobin	1	0
D003922	Diabetes Mellitus, Type 1	aluminum	1	0
D003922	Diabetes Mellitus, Type 1	sodium selenite	1	0
D003922	Diabetes Mellitus, Type 1	dimethyl sulfoxide	1	0
D003922	Diabetes Mellitus, Type 1	brentuximab vedotin	1	0
D003922	Diabetes Mellitus, Type 1	cck-8	1	0
D003922	Diabetes Mellitus, Type 1	ursolic acid	1	0
D003922	Diabetes Mellitus, Type 1	omeprazole	1	0
D003922	Diabetes Mellitus, Type 1	abatacept	1	1
D003922	Diabetes Mellitus, Type 1	harmine	1	0
D003922	Diabetes Mellitus, Type 1	pf-03084014	2	0
D003922	Diabetes Mellitus, Type 1	9-pahsa	1	0
D003922	Diabetes Mellitus, Type 1	5-pahsa	1	0
D003922	Diabetes Mellitus, Type 1	chlorogenic acid	1	0
D003922	Diabetes Mellitus, Type 1	human umbilical cord mesenchymal stem cells	1	0
D003922	Diabetes Mellitus, Type 1	exenatide	1	1
D003922	Diabetes Mellitus, Type 1	pre-084	1	0
D003922	Diabetes Mellitus, Type 1	dpm-1001	1	0
D003922	Diabetes Mellitus, Type 1	4-pba	1	0
D003922	Diabetes Mellitus, Type 1	pdx	1	0
D003922	Diabetes Mellitus, Type 1	allicin	1	0
D003922	Diabetes Mellitus, Type 1	sodium tungstate	1	0
D003922	Diabetes Mellitus, Type 1	bone morphogenetic protein 7	1	0
D003922	Diabetes Mellitus, Type 1	magainin	1	0
D003922	Diabetes Mellitus, Type 1	growth hormone	1	0
D003924	Diabetes Mellitus, Type 2	semaphorin 3a	1	0
D003924	Diabetes Mellitus, Type 2	nitrite	2	0
D003924	Diabetes Mellitus, Type 2	sitagliptin	48	4
D003924	Diabetes Mellitus, Type 2	glibenclamide	25	1
D003924	Diabetes Mellitus, Type 2	empagliflozin	34	7
D003924	Diabetes Mellitus, Type 2	metformin	289	17
D003924	Diabetes Mellitus, Type 2	neca	1	0
D003924	Diabetes Mellitus, Type 2	stf	1	0
D003924	Diabetes Mellitus, Type 2	doxycycline	1	1
D003924	Diabetes Mellitus, Type 2	conivaptan	1	0
D003924	Diabetes Mellitus, Type 2	irbesartan	1	1
D003924	Diabetes Mellitus, Type 2	risperidone	1	1
D003924	Diabetes Mellitus, Type 2	simvastatin	2	2
D003924	Diabetes Mellitus, Type 2	tolvaptan	1	0
D003924	Diabetes Mellitus, Type 2	glycoursodeoxycholic acid	2	0
D003924	Diabetes Mellitus, Type 2	cirsimaritin	1	0
D003924	Diabetes Mellitus, Type 2	rosmarinic acid	2	0
D003924	Diabetes Mellitus, Type 2	melatonin	8	0
D003924	Diabetes Mellitus, Type 2	tectorigenin	1	0
D003924	Diabetes Mellitus, Type 2	cms121	1	0
D003924	Diabetes Mellitus, Type 2	liraglutide	69	4
D003924	Diabetes Mellitus, Type 2	piperine	1	0
D003924	Diabetes Mellitus, Type 2	l-glutamine	2	0
D003924	Diabetes Mellitus, Type 2	semaglutide	16	3
D003924	Diabetes Mellitus, Type 2	exendin-4	59	3
D003924	Diabetes Mellitus, Type 2	saxagliptin	11	2
D003924	Diabetes Mellitus, Type 2	alogliptin	8	1
D003924	Diabetes Mellitus, Type 2	tirzepatide	2	1
D003924	Diabetes Mellitus, Type 2	6h	1	0
D003924	Diabetes Mellitus, Type 2	6c	1	0
D003924	Diabetes Mellitus, Type 2	6b	1	0
D003924	Diabetes Mellitus, Type 2	6a	1	0
D003924	Diabetes Mellitus, Type 2	6e	1	0
D003924	Diabetes Mellitus, Type 2	6g	2	0
D003924	Diabetes Mellitus, Type 2	vildagliptin	18	1
D003924	Diabetes Mellitus, Type 2	squalene	1	0
D003924	Diabetes Mellitus, Type 2	hm-chromanone	1	0
D003924	Diabetes Mellitus, Type 2	met	5	0
D003924	Diabetes Mellitus, Type 2	cinchonine	1	0
D003924	Diabetes Mellitus, Type 2	geniposide	3	0
D003924	Diabetes Mellitus, Type 2	hesperidin	1	0
D003924	Diabetes Mellitus, Type 2	probucol	3	0
D003924	Diabetes Mellitus, Type 2	1,3-butanediol	1	0
D003924	Diabetes Mellitus, Type 2	rosiglitazone	62	3
D003924	Diabetes Mellitus, Type 2	dapagliflozin	28	6
D003924	Diabetes Mellitus, Type 2	kynurenic acid	1	0
D003924	Diabetes Mellitus, Type 2	resistance training	1	0
D003924	Diabetes Mellitus, Type 2	aerobic exercise	2	0
D003924	Diabetes Mellitus, Type 2	ecnoglutide	1	0
D003924	Diabetes Mellitus, Type 2	cytokine-induced apoptosis inhibitor 1	1	0
D003924	Diabetes Mellitus, Type 2	tat peptide	1	0
D003924	Diabetes Mellitus, Type 2	berberine	23	0
D003924	Diabetes Mellitus, Type 2	hydroxychloroquine	1	1
D003924	Diabetes Mellitus, Type 2	1,2-dilauroyl-sn-glycero-3-phosphocholine	1	0
D003924	Diabetes Mellitus, Type 2	cgp-37157	1	0
D003924	Diabetes Mellitus, Type 2	sb-202190	1	0
D003924	Diabetes Mellitus, Type 2	se-methylselenocysteine	1	0
D003924	Diabetes Mellitus, Type 2	tanshinone iia	3	0
D003924	Diabetes Mellitus, Type 2	dextromethorphan	1	0
D003924	Diabetes Mellitus, Type 2	telmisartan	3	2
D003924	Diabetes Mellitus, Type 2	tissue plasminogen activator	1	1
D003924	Diabetes Mellitus, Type 2	ly2922470	1	1
D003924	Diabetes Mellitus, Type 2	tak875	1	0
D003924	Diabetes Mellitus, Type 2	nac	1	1
D003924	Diabetes Mellitus, Type 2	dulaglutide	8	1
D003924	Diabetes Mellitus, Type 2	dasatinib	1	0
D003924	Diabetes Mellitus, Type 2	gentiopicroside	1	0
D003924	Diabetes Mellitus, Type 2	forskolin	2	0
D003924	Diabetes Mellitus, Type 2	pioglitazone	72	7
D003924	Diabetes Mellitus, Type 2	acarbose	11	1
D003924	Diabetes Mellitus, Type 2	harmine	2	0
D003924	Diabetes Mellitus, Type 2	o304	2	0
D003924	Diabetes Mellitus, Type 2	salbutamol	1	0
D003924	Diabetes Mellitus, Type 2	3,5,3'-triiodo-l-thyronine	1	1
D003924	Diabetes Mellitus, Type 2	insulin	33	5
D003924	Diabetes Mellitus, Type 2	ketamine	1	0
D003924	Diabetes Mellitus, Type 2	beta-sitosterol	2	0
D003924	Diabetes Mellitus, Type 2	beta-caryophyllene	1	0
D003924	Diabetes Mellitus, Type 2	fulvestrant	1	0
D003924	Diabetes Mellitus, Type 2	dexmedetomidine hydrochloride	1	1
D003924	Diabetes Mellitus, Type 2	anagliptin	2	0
D003924	Diabetes Mellitus, Type 2	ginsenoside rg1	1	0
D003924	Diabetes Mellitus, Type 2	lixisenatide	5	1
D003924	Diabetes Mellitus, Type 2	agmatine	1	0
D003924	Diabetes Mellitus, Type 2	exenatide	22	1
D003924	Diabetes Mellitus, Type 2	gemigliptin	3	0
D003924	Diabetes Mellitus, Type 2	cmpd 1	1	0
D003924	Diabetes Mellitus, Type 2	trastuzumab	1	1
D003924	Diabetes Mellitus, Type 2	rb1	3	0
D003924	Diabetes Mellitus, Type 2	medi7219	2	0
D003924	Diabetes Mellitus, Type 2	1alpha,25(oh)2d3	1	0
D003924	Diabetes Mellitus, Type 2	coenzyme q10	2	0
D003924	Diabetes Mellitus, Type 2	gallic acid	3	0
D003924	Diabetes Mellitus, Type 2	mots-c	2	0
D003924	Diabetes Mellitus, Type 2	lactobacillus reuteri	1	0
D003924	Diabetes Mellitus, Type 2	irisin	2	0
D003924	Diabetes Mellitus, Type 2	diprotin a	1	0
D003924	Diabetes Mellitus, Type 2	tongxinluo	1	0
D003924	Diabetes Mellitus, Type 2	scutellarin	2	0
D003924	Diabetes Mellitus, Type 2	sis3	1	0
D003924	Diabetes Mellitus, Type 2	canagliflozin	11	2
D003924	Diabetes Mellitus, Type 2	cst	1	0
D003924	Diabetes Mellitus, Type 2	carnosine	3	0
D003924	Diabetes Mellitus, Type 2	entrectinib	1	0
D003924	Diabetes Mellitus, Type 2	curcumin	7	0
D003924	Diabetes Mellitus, Type 2	epimedin c	1	0
D003924	Diabetes Mellitus, Type 2	n-acetyl-l-cysteine	1	1
D003924	Diabetes Mellitus, Type 2	istaroxime	1	0
D003924	Diabetes Mellitus, Type 2	resveratrol	18	1
D003924	Diabetes Mellitus, Type 2	dimethyl amiloride	1	0
D003924	Diabetes Mellitus, Type 2	amiloride	1	0
D003924	Diabetes Mellitus, Type 2	endothelin receptor antagonist	1	0
D003924	Diabetes Mellitus, Type 2	troglitazone	3	0
D003924	Diabetes Mellitus, Type 2	m-chlorophenylpiperazine	1	0
D003924	Diabetes Mellitus, Type 2	vitamin e	1	0
D003924	Diabetes Mellitus, Type 2	probucol dithiobisphenol	1	0
D003924	Diabetes Mellitus, Type 2	mifepristone	1	0
D003924	Diabetes Mellitus, Type 2	3-(1-adamantyl)-6,7,8,9-tetrahydro-5h-[1,2,4]triazolo[4,3-a]azepine	1	0
D003924	Diabetes Mellitus, Type 2	glucagon-like peptide-1	5	0
D003924	Diabetes Mellitus, Type 2	bvt116429	1	0
D003924	Diabetes Mellitus, Type 2	bvt2733	1	0
D003924	Diabetes Mellitus, Type 2	cpd-b	1	0
D003924	Diabetes Mellitus, Type 2	glucose	1	1
D003924	Diabetes Mellitus, Type 2	exendin 4	1	1
D003924	Diabetes Mellitus, Type 2	aldose reductase inhibitor	1	0
D003924	Diabetes Mellitus, Type 2	fibroblast growth factor 21	8	0
D003924	Diabetes Mellitus, Type 2	pyrroloquinoline quinone	1	0
D003924	Diabetes Mellitus, Type 2	r-alpha-lipoic acid	1	0
D003924	Diabetes Mellitus, Type 2	imatinib	2	0
D003924	Diabetes Mellitus, Type 2	px-866	1	0
D003924	Diabetes Mellitus, Type 2	srt501	1	1
D003924	Diabetes Mellitus, Type 2	srt1720	3	0
D003924	Diabetes Mellitus, Type 2	lovastatin	2	0
D003924	Diabetes Mellitus, Type 2	hngf6a	1	0
D003924	Diabetes Mellitus, Type 2	insulin-like growth factor binding protein-3	1	0
D003924	Diabetes Mellitus, Type 2	humanin	1	0
D003924	Diabetes Mellitus, Type 2	gw1929	1	0
D003924	Diabetes Mellitus, Type 2	gw9662	3	0
D003924	Diabetes Mellitus, Type 2	fpa-124	1	0
D003924	Diabetes Mellitus, Type 2	glyburide	5	1
D003924	Diabetes Mellitus, Type 2	nevirapine	1	1
D003924	Diabetes Mellitus, Type 2	gliclazide	4	1
D003924	Diabetes Mellitus, Type 2	efavirenz	1	1
D003924	Diabetes Mellitus, Type 2	glp-1	1	0
D003924	Diabetes Mellitus, Type 2	pd153035	1	0
D003924	Diabetes Mellitus, Type 2	erythropoietin	3	0
D003924	Diabetes Mellitus, Type 2	tauroursodeoxycholic acid	3	1
D003924	Diabetes Mellitus, Type 2	4-phenylbutyric acid	3	0
D003924	Diabetes Mellitus, Type 2	tetracycline	1	0
D003924	Diabetes Mellitus, Type 2	c1	1	0
D003924	Diabetes Mellitus, Type 2	cl-316243	2	0
D003924	Diabetes Mellitus, Type 2	uag	1	0
D003924	Diabetes Mellitus, Type 2	saline	1	1
D003924	Diabetes Mellitus, Type 2	fenofibrate	8	4
D003924	Diabetes Mellitus, Type 2	lansoprazole	2	0
D003924	Diabetes Mellitus, Type 2	nvp-dpp728	1	0
D003924	Diabetes Mellitus, Type 2	wy 14643	1	0
D003924	Diabetes Mellitus, Type 2	hydrochlorothiazide	2	1
D003924	Diabetes Mellitus, Type 2	olmesartan	3	0
D003924	Diabetes Mellitus, Type 2	hydralazine	2	0
D003924	Diabetes Mellitus, Type 2	reserpine	1	0
D003924	Diabetes Mellitus, Type 2	compound b	1	0
D003924	Diabetes Mellitus, Type 2	nicotinamide	2	0
D003924	Diabetes Mellitus, Type 2	3-aminobenzamide	1	0
D003924	Diabetes Mellitus, Type 2	taurine	2	0
D003924	Diabetes Mellitus, Type 2	aleglitazar	1	0
D003924	Diabetes Mellitus, Type 2	leptin	6	2
D003924	Diabetes Mellitus, Type 2	win 55,212-2	1	0
D003924	Diabetes Mellitus, Type 2	arachidonyl-2'-chloroethylamide	1	0
D003924	Diabetes Mellitus, Type 2	rimonabant	5	0
D003924	Diabetes Mellitus, Type 2	5-aminoimidazole-4-carboxamide-1-beta-d-ribofuranoside	2	0
D003924	Diabetes Mellitus, Type 2	galactose	1	0
D003924	Diabetes Mellitus, Type 2	aminoguanidine	3	0
D003924	Diabetes Mellitus, Type 2	human insulin	1	0
D003924	Diabetes Mellitus, Type 2	glucagon-like peptide 1	5	0
D003924	Diabetes Mellitus, Type 2	aspirin	5	2
D003924	Diabetes Mellitus, Type 2	losartan	4	2
D003924	Diabetes Mellitus, Type 2	fts	1	0
D003924	Diabetes Mellitus, Type 2	captopril	1	1
D003924	Diabetes Mellitus, Type 2	ruboxistaurin	1	0
D003924	Diabetes Mellitus, Type 2	chromium dinicocysteinate	1	0
D003924	Diabetes Mellitus, Type 2	l-cysteine	1	0
D003924	Diabetes Mellitus, Type 2	chromium dinicotinate	1	0
D003924	Diabetes Mellitus, Type 2	chromium picolinate	4	0
D003924	Diabetes Mellitus, Type 2	shikonin	1	0
D003924	Diabetes Mellitus, Type 2	lithium chloride	1	0
D003924	Diabetes Mellitus, Type 2	palmitoleic acid	1	0
D003924	Diabetes Mellitus, Type 2	palmitic acid	1	0
D003924	Diabetes Mellitus, Type 2	(pro3)gip	1	0
D003924	Diabetes Mellitus, Type 2	osteocalcin	1	0
D003924	Diabetes Mellitus, Type 2	oxytocin	1	1
D003924	Diabetes Mellitus, Type 2	ilepatril	2	0
D003924	Diabetes Mellitus, Type 2	nicotinamide mononucleotide	1	0
D003924	Diabetes Mellitus, Type 2	alpha-pgg	1	0
D003924	Diabetes Mellitus, Type 2	pf-04620110	2	0
D003924	Diabetes Mellitus, Type 2	amg 837	3	0
D003924	Diabetes Mellitus, Type 2	eplerenone	1	0
D003924	Diabetes Mellitus, Type 2	alendronate	2	0
D003924	Diabetes Mellitus, Type 2	diazoxide	4	0
D003924	Diabetes Mellitus, Type 2	somatostatin	2	0
D003924	Diabetes Mellitus, Type 2	kcl	1	0
D003924	Diabetes Mellitus, Type 2	l-carnitine	3	0
D003924	Diabetes Mellitus, Type 2	enalapril	3	2
D003924	Diabetes Mellitus, Type 2	candoxatril	1	0
D003924	Diabetes Mellitus, Type 2	nfat-133	1	0
D003924	Diabetes Mellitus, Type 2	rut	1	0
D003924	Diabetes Mellitus, Type 2	cr(pic)3	1	0
D003924	Diabetes Mellitus, Type 2	laf237	1	0
D003924	Diabetes Mellitus, Type 2	valsartan	5	2
D003924	Diabetes Mellitus, Type 2	propionyl-l-carnitine	1	0
D003924	Diabetes Mellitus, Type 2	fgf19	2	0
D003924	Diabetes Mellitus, Type 2	salicylate	2	0
D003924	Diabetes Mellitus, Type 2	caffeine	3	0
D003924	Diabetes Mellitus, Type 2	ino-1001	1	0
D003924	Diabetes Mellitus, Type 2	abt-888	1	0
D003924	Diabetes Mellitus, Type 2	clofibric acid	1	0
D003924	Diabetes Mellitus, Type 2	alt-711	2	0
D003924	Diabetes Mellitus, Type 2	sod	1	0
D003924	Diabetes Mellitus, Type 2	catalase	1	0
D003924	Diabetes Mellitus, Type 2	cariporide	2	0
D003924	Diabetes Mellitus, Type 2	methotrexate	2	0
D003924	Diabetes Mellitus, Type 2	aliskiren	2	2
D003924	Diabetes Mellitus, Type 2	furosemide	2	1
D003924	Diabetes Mellitus, Type 2	chlorothiazide	1	0
D003924	Diabetes Mellitus, Type 2	metolazone	1	0
D003924	Diabetes Mellitus, Type 2	dichlorphenamide	1	0
D003924	Diabetes Mellitus, Type 2	bay 60-6583	1	0
D003924	Diabetes Mellitus, Type 2	oleic acid	1	0
D003924	Diabetes Mellitus, Type 2	as101	1	0
D003924	Diabetes Mellitus, Type 2	rapamycin	14	3
D003924	Diabetes Mellitus, Type 2	kh064	1	0
D003924	Diabetes Mellitus, Type 2	peptide	1	0
D003924	Diabetes Mellitus, Type 2	am-1638	2	0
D003924	Diabetes Mellitus, Type 2	chiglitazar	2	0
D003924	Diabetes Mellitus, Type 2	c21	2	0
D003924	Diabetes Mellitus, Type 2	bezafibrate	1	0
D003924	Diabetes Mellitus, Type 2	resolvin d1	1	0
D003924	Diabetes Mellitus, Type 2	chotosan	1	0
D003924	Diabetes Mellitus, Type 2	tha	1	0
D003924	Diabetes Mellitus, Type 2	interleukin-1 receptor antagonist	1	0
D003924	Diabetes Mellitus, Type 2	suberoyl anilide hydroxamic acid	1	0
D003924	Diabetes Mellitus, Type 2	mc1568	1	0
D003924	Diabetes Mellitus, Type 2	ly2405319	1	1
D003924	Diabetes Mellitus, Type 2	fgf21	3	0
D003924	Diabetes Mellitus, Type 2	amitriptyline	1	0
D003924	Diabetes Mellitus, Type 2	glimepiride	16	1
D003924	Diabetes Mellitus, Type 2	rta 405	1	0
D003924	Diabetes Mellitus, Type 2	zln005	1	0
D003924	Diabetes Mellitus, Type 2	linagliptin	21	2
D003924	Diabetes Mellitus, Type 2	cytopiloyne	1	0
D003924	Diabetes Mellitus, Type 2	celastrol	1	0
D003924	Diabetes Mellitus, Type 2	hpn	1	0
D003924	Diabetes Mellitus, Type 2	alpha-lipoic acid	7	1
D003924	Diabetes Mellitus, Type 2	mw1219	1	0
D003924	Diabetes Mellitus, Type 2	cnx-011-67	2	0
D003924	Diabetes Mellitus, Type 2	delta9-tetrahydrocannabivarin	1	0
D003924	Diabetes Mellitus, Type 2	am251	1	0
D003924	Diabetes Mellitus, Type 2	fasudil	2	0
D003924	Diabetes Mellitus, Type 2	dc260126	2	0
D003924	Diabetes Mellitus, Type 2	cerebrolysin	1	0
D003924	Diabetes Mellitus, Type 2	swertiamarin	1	0
D003924	Diabetes Mellitus, Type 2	tlqp-21	1	0
D003924	Diabetes Mellitus, Type 2	pik-75	1	0
D003924	Diabetes Mellitus, Type 2	tgx-221	1	0
D003924	Diabetes Mellitus, Type 2	bosentan	2	0
D003924	Diabetes Mellitus, Type 2	atrasentan	2	0
D003924	Diabetes Mellitus, Type 2	grape seed proanthocyanidins	1	0
D003924	Diabetes Mellitus, Type 2	gsk5182	1	0
D003924	Diabetes Mellitus, Type 2	bh4	1	0
D003924	Diabetes Mellitus, Type 2	sepiapterin	1	0
D003924	Diabetes Mellitus, Type 2	nitazoxanide	1	0
D003924	Diabetes Mellitus, Type 2	ebselen	1	0
D003924	Diabetes Mellitus, Type 2	brain-derived neurotrophic factor	1	0
D003924	Diabetes Mellitus, Type 2	acipimox	1	1
D003924	Diabetes Mellitus, Type 2	fasiglifam	2	1
