nctid	nct_title	nct_link	status
NCT00615056	A Study Combining FOLFOX or FOLFIRI With AG-013736 or Bevacizumab (Avastin) in Patients With Metastatic Colorectal Cancer After Failure Of One First Line Regimen	https://clinicaltrials.gov/study/NCT00615056	COMPLETED
NCT00615433	Lurasidone HCl A Phase 3 Study of Patients With Acute Schizophrenia	https://clinicaltrials.gov/study/NCT00615433	COMPLETED
NCT00615992	Effect of Spiriva on the Activities of Daily Living Score Recommended in Austrian COPD Guidelines	https://clinicaltrials.gov/study/NCT00615992	COMPLETED
NCT00616018	Acetaminophen Adduct Formation in Non-Drinkers Taking Therapeutic Doses of Acetaminophen for Ten Consecutive Days	https://clinicaltrials.gov/study/NCT00616018	COMPLETED
NCT00617097	Paracervical Block in First Trimester Surgical Abortions	https://clinicaltrials.gov/study/NCT00617097	COMPLETED
NCT00617188	Fulvestrant in Treating Patients With Recurrent Ovarian Epithelial Cancer	https://clinicaltrials.gov/study/NCT00617188	COMPLETED
NCT00617201	Evaluation of Atomoxetine for Cocaine Dependence: A Pilot Trial	https://clinicaltrials.gov/study/NCT00617201	COMPLETED
NCT00617305	Study of Add-on Ambrisentan Therapy to Background Phosphodiesterase Type-5 Inhibitor (PDE5i) Therapy in Pulmonary Arterial Hypertension (ATHENA-1)	https://clinicaltrials.gov/study/NCT00617305	COMPLETED
NCT00617409	To Immunize Patients With Extensive Stage SCLC Combined With Chemo With or Without All Trans Retinoic Acid	https://clinicaltrials.gov/study/NCT00617409	COMPLETED
NCT00617539	Irinotecan and Temozolomide in Treating Patients With Breast Cancer Who Have Received Previous Treatment for Brain Metastases	https://clinicaltrials.gov/study/NCT00617539	COMPLETED
NCT00617591	Pegylated Liposomal Doxorubicin, Low Freq Dexamethasone & Revlimid (Dd-R) in Newly Diagnosed Multiple Myeloma (MM)	https://clinicaltrials.gov/study/NCT00617591	COMPLETED
NCT00617669	A Phase III Trial of ZD4054 (Zibotentan) (Endothelin A Antagonist) and Docetaxel in Metastatic Hormone Resistant Prostate Cancer	https://clinicaltrials.gov/study/NCT00617669	COMPLETED
NCT00618371	Pilot Study of Adding Raltegravir (MK-0518) to Antiretroviral Therapy in Patients With Low Level Viremia	https://clinicaltrials.gov/study/NCT00618371	COMPLETED
NCT00618436	Assess Safety and Efficacy of Levetiracetam(LEV;Keppra)for Seizure Prevention	https://clinicaltrials.gov/study/NCT00618436	COMPLETED
NCT00618657	Carboplatin+Nab-paclitaxel, Plus Trastuzumab (HER2+) or Bevacizumab (HER2-) in the Neoadjuvant Setting	https://clinicaltrials.gov/study/NCT00618657	COMPLETED
NCT00618956	A Study Of Milnacipran In Patients With Fibromyalgia: Effects On 24 Hour Ambulatory Blood Pressure Monitoring	https://clinicaltrials.gov/study/NCT00618956	COMPLETED
NCT00618982	Sorafenib Dose Escalation in Renal Cell Carcinoma	https://clinicaltrials.gov/study/NCT00618982	COMPLETED
NCT00619099	A Study of Decitabine Given Subcutaneously to Adults With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS)	https://clinicaltrials.gov/study/NCT00619099	COMPLETED
NCT00619190	Study of Aripiprazole to Treat Children and Adolescents With Autism	https://clinicaltrials.gov/study/NCT00619190	COMPLETED
NCT00619489	Long Term Safety of Vedolizumab (MLN0002) in Patients With Ulcerative Colitis and Crohn's Disease	https://clinicaltrials.gov/study/NCT00619489	COMPLETED
NCT00619645	Donor Peripheral Stem Cell Transplant, Fludarabine, and Busulfan in Treating Patients With Hematologic Cancers	https://clinicaltrials.gov/study/NCT00619645	COMPLETED
NCT00620191	Metformin in Amnestic Mild Cognitive Impairment	https://clinicaltrials.gov/study/NCT00620191	COMPLETED
NCT00620282	The Effect of Liraglutide on Endothelial Function in Subjects With Type 2 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT00620282	COMPLETED
NCT00620321	A Study of LY2181308 Sodium in Patients With Relapsed or Refractory Acute Myeloid Leukemia	https://clinicaltrials.gov/study/NCT00620321	COMPLETED
NCT00620542	CRESTOR Athero Imaging Head to Head IVUS Study	https://clinicaltrials.gov/study/NCT00620542	COMPLETED
NCT00620854	A Dose Selection Study of Oral Recombinant Salmon Calcitonin (rsCT) in Normal, Healthy, Postmenopausal Women	https://clinicaltrials.gov/study/NCT00620854	COMPLETED
NCT00621140	Efficacy and Safety of BI 1356 (Linagliptin) Versus Placebo in Type 2 Diabetic Patients With Insufficient Glycemic Control	https://clinicaltrials.gov/study/NCT00621140	COMPLETED
NCT00621244	A Study of Oral LBH589 in Adult Patients With Advanced Hematological Malignancies	https://clinicaltrials.gov/study/NCT00621244	COMPLETED
NCT00621504	Comparative Study of Ceftaroline vs. Ceftriaxone in Adult Subjects With Community-Acquired Pneumonia	https://clinicaltrials.gov/study/NCT00621504	COMPLETED
NCT00621777	A Study of Varenicline for Prevention of Relapse to Smoking in Patients With Schizophrenia or Bipolar Disorder	https://clinicaltrials.gov/study/NCT00621777	COMPLETED
NCT00621855	RE-DEEM Dose Finding Study for Dabigatran Etexilate in Patients With Acute Coronary Syndrome	https://clinicaltrials.gov/study/NCT00621855	COMPLETED
NCT00621959	A Study Evaluating the Efficacy and Impact on Health-related Quality of Life of Levocetirizine in Adults With Seasonal Allergic Rhinitis	https://clinicaltrials.gov/study/NCT00621959	COMPLETED
NCT00622284	Efficacy and Safety of BI 1356 in Combination With Metformin in Patients With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00622284	COMPLETED
NCT00622336	A Companion Study for Studies THAL-MM-003, CC-5013-MM-009, and CC-5013-MM-010 for Subjects With Multiple Myeloma	https://clinicaltrials.gov/study/NCT00622336	COMPLETED
NCT00622505	Zoledronic Acid Treatment (Every 4 or 12 Weeks) to Prevent Skeletal Complications in Advanced Multiple Myeloma Participants	https://clinicaltrials.gov/study/NCT00622505	COMPLETED
NCT00622700	Phase III Study With Teriflunomide Versus Placebo in Patients With First Clinical Symptom of Multiple Sclerosis	https://clinicaltrials.gov/study/NCT00622700	COMPLETED
NCT00622869	Efficacy and Safety of Concentration-controlled Everolimus to Eliminate or to Reduce Tacrolimus Compared to Tacrolimus in de Novo Liver Transplant Recipients	https://clinicaltrials.gov/study/NCT00622869	COMPLETED
NCT00623194	Safety Follow-up on Children and Adolescents With Type 1 Diabetes Treated With Insulin Detemir. An Extension to Trial NN304-1689	https://clinicaltrials.gov/study/NCT00623194	COMPLETED
NCT00623597	A Study of Invirase (Saquinavir)/Ritonavir in HIV-Infected Infants and Children.	https://clinicaltrials.gov/study/NCT00623597	COMPLETED
NCT00623623	STREAM-Strategic Reperfusion (With Tenecteplase and Antithrombotic Treatment) Early After Myocardial Infarction	https://clinicaltrials.gov/study/NCT00623623	COMPLETED
NCT00623714	Induced Sputum Study (0000-065)	https://clinicaltrials.gov/study/NCT00623714	COMPLETED
NCT00623805	A Study of Avastin (Bevacizumab) and Xeloda (Capecitabine) as Maintenance Treatment in Patients With Metastatic Colorectal Cancer	https://clinicaltrials.gov/study/NCT00623805	COMPLETED
NCT00623935	Blood Stem Cell Transplantation for the Treatment of Older Patients With Acute Myelogenous Leukemia	https://clinicaltrials.gov/study/NCT00623935	COMPLETED
NCT00624013	Treatment of Diabetes and Depression in Hispanics and African Americans and Its Effect on A1c and Quality of Life.	https://clinicaltrials.gov/study/NCT00624013	COMPLETED
NCT00624338	Atacicept Phase 2/3 in Generalized Systemic Lupus Erythematosus (APRIL-SLE)	https://clinicaltrials.gov/study/NCT00624338	COMPLETED
NCT00624377	Safety and Effectiveness of Spiriva in COPD (Chronic Obstructive Pulmonary Disease) Patients Under the Real Condition of Usual Practice	https://clinicaltrials.gov/study/NCT00624377	COMPLETED
NCT00625131	Nicotine Patch Pretreatment for Smoking Cessation in PTSD	https://clinicaltrials.gov/study/NCT00625131	COMPLETED
NCT00625378	Sorafenib Long Term Extension Program	https://clinicaltrials.gov/study/NCT00625378	COMPLETED
NCT00625404	FEM-PrEP (Truvada®): Study to Assess the Role of Truvada® in Preventing HIV Acquisition in Women	https://clinicaltrials.gov/study/NCT00625404	COMPLETED
NCT00626275	Study Evaluating the Analgesic Efficacy and Safety of ADL5859 in Participants With Rheumatoid Arthritis	https://clinicaltrials.gov/study/NCT00626275	COMPLETED
NCT00626392	Study to Evaluate the EFFECTS of Acetylsalicylic Acid (ASA) on Niaspan®-Induced Flushing in Subjects With Dyslipidemia	https://clinicaltrials.gov/study/NCT00626392	COMPLETED
NCT00626639	A Study of Palifermin for the Reduction of Oral Mucositis in Patients With Locally Advanced Head and Neck Cancer Receiving Postoperative Radiotherapy and Concurrent Chemotherapy	https://clinicaltrials.gov/study/NCT00626639	COMPLETED
NCT00626782	Lucentis Versus Mitomycin C During Glaucoma Surgery	https://clinicaltrials.gov/study/NCT00626782	COMPLETED
NCT00627445	Effect of Biphasic Insulin Aspart 50 on Blood Glucose Control in Subjects With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00627445	COMPLETED
NCT00627926	A Phase 3 Study of Telaprevir in Combination With Pegasys® and Copegus® in Treatment-Naive Subjects With Genotype 1 Hepatitis C Virus (HCV)	https://clinicaltrials.gov/study/NCT00627926	COMPLETED
NCT00628134	Self-dispersing Liquids as Aerosol Drug Carriers	https://clinicaltrials.gov/study/NCT00628134	COMPLETED
NCT00628212	Efficacy and Safety Study of MP-513 in Patients With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00628212	COMPLETED
NCT00628251	Dose-finding Study Comparing Efficacy and Safety of a PARP Inhibitor Against Doxil in BRCA+ve Advanced Ovarian Cancer	https://clinicaltrials.gov/study/NCT00628251	COMPLETED
NCT00629499	Nanoparticle Albumin-Bound (Nab) Paclitaxel/Cyclophosphamide in Early-Stage Breast Cancer	https://clinicaltrials.gov/study/NCT00629499	COMPLETED
NCT00630032	Safety and Efficacy Comparison of Docetaxel and Ixabepilone in Non Metastatic Poor Prognosis Breast Cancer	https://clinicaltrials.gov/study/NCT00630032	COMPLETED
NCT00630253	Cytoxan, Fludara, and Antithymocyte Globulin Conditioning Followed By Stem Cell Transplant in Treating Fanconi Anemia	https://clinicaltrials.gov/study/NCT00630253	COMPLETED
NCT00630344	RAD001 and Bicalutamide for Androgen Independent Prostate Cancer	https://clinicaltrials.gov/study/NCT00630344	COMPLETED
NCT00630396	Study of a Neuroprotective Drug to Limit the Extent of Damage From an Ischemic Stroke	https://clinicaltrials.gov/study/NCT00630396	COMPLETED
NCT00630734	Genetic Predictors of Variability in the Drug-drug Interaction Between Darunavir/Ritonavir and Pravastatin	https://clinicaltrials.gov/study/NCT00630734	COMPLETED
NCT00630786	Conatumumab/Panitumumab Combination Metastatic Colorectal Cancer Study	https://clinicaltrials.gov/study/NCT00630786	COMPLETED
NCT00630877	Evaluation of a Flushing ASsessment Tool (FAST) in Subjects Receiving Niacin Extended-release Plus Aspirin	https://clinicaltrials.gov/study/NCT00630877	COMPLETED
NCT00631371	Study Comparing Bevacizumab + Temsirolimus vs. Bevacizumab + Interferon-Alfa In Advanced Renal Cell Carcinoma Subjects	https://clinicaltrials.gov/study/NCT00631371	COMPLETED
NCT00631449	Raltegravir Intensification in HIV-infected Patients	https://clinicaltrials.gov/study/NCT00631449	COMPLETED
NCT00631488	A Study to Test the Effectiveness and Safety of MK0893 in Combination With Other Drugs Used to Treat Type 2 Diabetes (0893-015)	https://clinicaltrials.gov/study/NCT00631488	COMPLETED
NCT00631657	A 6-Month Efficacy and Safety Study of Org 50081 in Adult Patients With Chronic Primary Insomnia (21106/P05701/MK-8265-002)	https://clinicaltrials.gov/study/NCT00631657	COMPLETED
NCT00631748	Quetiapine for the Reduction of Cocaine Use	https://clinicaltrials.gov/study/NCT00631748	COMPLETED
NCT00631917	A Study Evaluating the Gastrointestinal (GI) Safety and Tolerability of Aliskiren Compared to Ramipril in Essential Hypertension	https://clinicaltrials.gov/study/NCT00631917	COMPLETED
NCT00632359	Lenalidomide in Chronic Lymphocytic Leukemia (CLL) Patients With Residual Disease	https://clinicaltrials.gov/study/NCT00632359	COMPLETED
NCT00632489	LBH589 in Combination With Capecitabine Plus/Minus (±) Lapatinib in Breast Cancer Patients	https://clinicaltrials.gov/study/NCT00632489	COMPLETED
NCT00632632	Virtual Reality & D-cycloserine (DCS) for Posttraumatic Stress Disorder (PTSD)	https://clinicaltrials.gov/study/NCT00632632	COMPLETED
NCT00632749	BI 811283 in Combination With Cytarabine in Previously Untreated AML Ineligible for Intensive Treatment	https://clinicaltrials.gov/study/NCT00632749	COMPLETED
NCT00633152	Efficacy and Safety of Ceftaroline Versus Linezolid in Subjects With Complicated Skin and Skin Structure Infections	https://clinicaltrials.gov/study/NCT00633152	COMPLETED
NCT00633594	Rituximab, Lenalidomide, and Bortezomib in Mantle Cell Lymphoma	https://clinicaltrials.gov/study/NCT00633594	COMPLETED
NCT00633750	Erlotinib in Treating Patients With Breast Cancer That Can Be Removed by Surgery	https://clinicaltrials.gov/study/NCT00633750	COMPLETED
NCT00633893	Efficacy and Safety Study of Apixaban for Extended Treatment of Deep Vein Thrombosis or Pulmonary Embolism	https://clinicaltrials.gov/study/NCT00633893	COMPLETED
NCT00633932	Reflux Esophagitis Phase III Study (Initial Treatment)	https://clinicaltrials.gov/study/NCT00633932	COMPLETED
NCT00634036	Pilot Study of Pioglitazone for the Treatment of Moderate to Severe Asthma in Obese Asthmatics	https://clinicaltrials.gov/study/NCT00634036	COMPLETED
NCT00634049	Isavuconazole in the Treatment of Renally Impaired Aspergillosis and Rare Fungi	https://clinicaltrials.gov/study/NCT00634049	COMPLETED
NCT00634114	Reflux Esophagitis Phase III Study (Maintenance Treatment)	https://clinicaltrials.gov/study/NCT00634114	COMPLETED
NCT00634179	A Phase I/II Trial of VR-CHOP in Lymphoma Patients	https://clinicaltrials.gov/study/NCT00634179	COMPLETED
NCT00634270	A Phase II Study of the mTOR Inhibitor Sirolimus in Neurofibromatosis Type 1 Related Plexiform Neurofibromas	https://clinicaltrials.gov/study/NCT00634270	COMPLETED
NCT00634283	Study of the Effects of an Antidepressant Medication and Placebo on the Brain Functioning of Normal Subjects	https://clinicaltrials.gov/study/NCT00634283	COMPLETED
NCT00634543	A Study to Compare Safety and Efficacy of Tramadol Hydrochloride/Acetaminophen With Gabapentin in Participants With Diabetic Neuropathy	https://clinicaltrials.gov/study/NCT00634543	COMPLETED
NCT00634751	CO07204-Phase I/II of Oxaliplatin, Capecitabine & Sorafenib for Advanced Pancreatic & Biliary Carcinoma	https://clinicaltrials.gov/study/NCT00634751	COMPLETED
NCT00634803	Clinical Trial of Integrated Treatment for Pain and Opioid Dependence	https://clinicaltrials.gov/study/NCT00634803	COMPLETED
NCT00634842	Effect of Two Different Fasting Blood Glucose Targets on Glucose Control in Patients With Type 2 Diabetes Using Insulin Detemir Once Daily	https://clinicaltrials.gov/study/NCT00634842	COMPLETED
NCT00635219	Randomised Placebo-controlled Duloxetine-referenced Efficacy and Safety Study of 2.5, 5 and 10 mg of Vortioxetine (Lu AA21004) in Acute Treatment of Major Depressive Disorder	https://clinicaltrials.gov/study/NCT00635219	COMPLETED
NCT00635232	A Study To Evaluate The Dose-Related Efficacy and Safety of PS433540 in Subjects With Hypertension	https://clinicaltrials.gov/study/NCT00635232	COMPLETED
NCT00635349	A Comparative Study of Tramadol Hydrochloride Plus Acetaminophen Tablets Maintenance Versus Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) Maintenance in Participants With Knee Osteoarthritis	https://clinicaltrials.gov/study/NCT00635349	COMPLETED
NCT00635492	CHOICE: CHanges to Treatment and Outcomes in Patients With Type 2 Diabetes Initiating InjeCtablE Therapy	https://clinicaltrials.gov/study/NCT00635492	COMPLETED
NCT00635609	Treatment of Acne Vulgaris With Doryx Tablets Compared to Doxycyline Hyclate	https://clinicaltrials.gov/study/NCT00635609	COMPLETED
NCT00635648	A Study of Caspofungin Acetate (MK0991) for the Treatment of Esophageal Candidiasis or Invasive Candidiasis in Chinese Adults (MK-0991-066)	https://clinicaltrials.gov/study/NCT00635648	COMPLETED
NCT00635817	A Study of Leuprolide 11.25 mg and 30 mg Administered Every 3 Months to Treat Central Precocious Puberty	https://clinicaltrials.gov/study/NCT00635817	COMPLETED
NCT00636207	A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Inhaled Montelukast (MK-0476) in Participants With Mild or Moderate Asthma (MK-0476-380 AM3)(COMPLETED)	https://clinicaltrials.gov/study/NCT00636207	COMPLETED
NCT00636610	A Study of Vismodegib (GDC-0449, Hedgehog Pathway Inhibitor) With Concurrent Chemotherapy and Bevacizumab As First-Line Therapy for Metastatic Colorectal Cancer	https://clinicaltrials.gov/study/NCT00636610	COMPLETED
NCT00636792	A Phase II Study of VELCADE (Bortezomib) in Combination With Bendamustine and Rituximab in Subjects With Relapsed or Refractory Follicular Lymphoma	https://clinicaltrials.gov/study/NCT00636792	COMPLETED
NCT00636818	Atomoxetine Asian Study in Adult Subjects With Attention-Deficit/Hyperactivity Disorder (ADHD)	https://clinicaltrials.gov/study/NCT00636818	COMPLETED
NCT00637273	A Study to Compare the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly to Those of Sitagliptin and Pioglitazone,in Subjects With Type 2 Diabetes Treated With Metformin (DURATION - 2)	https://clinicaltrials.gov/study/NCT00637273	COMPLETED
NCT00637377	Vascular Endothelial Growth Factor (VEGF) Trap-Eye: Investigation of Efficacy and Safety in Wet Age-Related Macular Degeneration (AMD)	https://clinicaltrials.gov/study/NCT00637377	COMPLETED
NCT00637923	Study of Nitazoxanide, Peginterferon Alfa-2a and Ribavirin in Treatment-Naive Hepatitis C Patients	https://clinicaltrials.gov/study/NCT00637923	COMPLETED
NCT00638027	Memantine for Spasticity in MS Patients	https://clinicaltrials.gov/study/NCT00638027	COMPLETED
NCT00638508	ON-Q Pump Infusion of Ketorolac and Ropivacaine at the Wound Site for Postoperative Pain Management	https://clinicaltrials.gov/study/NCT00638508	COMPLETED
NCT00638690	Abiraterone Acetate in Castration-Resistant Prostate Cancer Previously Treated With Docetaxel-Based Chemotherapy	https://clinicaltrials.gov/study/NCT00638690	COMPLETED
NCT00639002	A Study to Determine the Effect and Safety of an Oral Janus Kinase 2 (JAK2)-Inhibitor (Ruxolitinib; INBC018424) in Patients With Multiple Myeloma	https://clinicaltrials.gov/study/NCT00639002	COMPLETED
NCT00639158	Safety and Efficacy Study Comparing ABT-335 Coadministered With Atorvastatin and Ezetimibe to Atorvastatin Coadministered With Ezetimibe in Subjects With Multiple Abnormal Lipid (Fat) Levels in the Blood	https://clinicaltrials.gov/study/NCT00639158	COMPLETED
NCT00639223	Safety of Red Yeast Rice for High Cholesterol in Individuals With Statin Intolerance	https://clinicaltrials.gov/study/NCT00639223	COMPLETED
NCT00639457	Exercise and Pioglitazone for HIV-Metabolic Syndromes	https://clinicaltrials.gov/study/NCT00639457	COMPLETED
NCT00639717	Addition of Etanercept and Extracorporeal Photopheresis (ECP) to Standard Graft-Versus-Host Disease (GVHD) Prophylaxis in Stem Cell Transplant	https://clinicaltrials.gov/study/NCT00639717	COMPLETED
NCT00639769	Irinotecan and Cisplatin in Treating Patients With Recurrent or Metastatic Head and Neck Cancer	https://clinicaltrials.gov/study/NCT00639769	COMPLETED
NCT00640159	Selegiline to Zelapar Switch Study in Parkinson Disease Patients	https://clinicaltrials.gov/study/NCT00640159	COMPLETED
NCT00640562	Quetiapine Extended Release Depression Symptoms	https://clinicaltrials.gov/study/NCT00640562	COMPLETED
NCT00641056	Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (DURATION - 3)	https://clinicaltrials.gov/study/NCT00641056	COMPLETED
NCT00641147	Curcumin in Treating Patients With Familial Adenomatous Polyposis	https://clinicaltrials.gov/study/NCT00641147	COMPLETED
NCT00641563	Effects of Two Different Sedation Regimes on Auditory Evoked Potentials and Electroencephalogram (EEG)	https://clinicaltrials.gov/study/NCT00641563	COMPLETED
NCT00641667	An Efficacy and Safety Study of Fentanyl (JNS020QD) in Participants With Cancer Pain	https://clinicaltrials.gov/study/NCT00641667	COMPLETED
NCT00641719	A Long-term Study for the Treatment of Painful Diabetic Neuropathy	https://clinicaltrials.gov/study/NCT00641719	COMPLETED
NCT00641745	Lurasidone HCl - A Long Term Safety Phase 3 Study of Patients With Clinically Stable Schizophrenia	https://clinicaltrials.gov/study/NCT00641745	COMPLETED
NCT00642018	A Study of an Experimental Chemotherapy Combination to Treat Hormone Refractory Prostate Cancer	https://clinicaltrials.gov/study/NCT00642018	COMPLETED
NCT00642174	Third Optimizing Anti-Platelet Therapy in Diabetes MellitUS (OPTIMUS-3)	https://clinicaltrials.gov/study/NCT00642174	COMPLETED
NCT00642278	An Efficacy, Safety, and Tolerability Study of Canagliflozin (JNJ-28431754) in Patients With Type 2 Diabetes	https://clinicaltrials.gov/study/NCT00642278	COMPLETED
NCT00642369	A 4-week, Randomized, Rater-blinded, Parallel Study to Evaluate Quetiapine in Improving Sleep Quality of Schizophrenia	https://clinicaltrials.gov/study/NCT00642369	COMPLETED
NCT00642434	Comparison of Blood Pressure Medications on Metabolism	https://clinicaltrials.gov/study/NCT00642434	COMPLETED
NCT00642759	Carboplatin, Abraxane, and Bevacizumab in Previously Untreated Patients With Advanced Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00642759	COMPLETED
NCT00643201	Efficacy and Safety Study of Apixaban for the Treatment of Deep Vein Thrombosis or Pulmonary Embolism	https://clinicaltrials.gov/study/NCT00643201	COMPLETED
NCT00643448	Explorative Study of AZD1305 in Atrial Fibrillation Patients	https://clinicaltrials.gov/study/NCT00643448	COMPLETED
NCT00643565	A Study of Avastin (Bevacizumab) in Combination With Standard Chemotherapy in Children and Adolescents With Sarcoma.	https://clinicaltrials.gov/study/NCT00643565	COMPLETED
NCT00643578	Dose-response of Inhaled Formoterol Using Methacholine Challenge as a Bioassay	https://clinicaltrials.gov/study/NCT00643578	COMPLETED
NCT00643760	A Study In Patients With Neuropathic Pain From Diabetic Peripheral Neuropathy (DPN)	https://clinicaltrials.gov/study/NCT00643760	COMPLETED
NCT00643851	An Efficacy & Safety Study of BMS-512148 in Combination With Metformin Extended Release Tablets	https://clinicaltrials.gov/study/NCT00643851	COMPLETED
NCT00644358	A One Year Open Label Study Assessing the Safety and Tolerability of Vilazodone in Patients With Major Depressive Disorder (MDD)	https://clinicaltrials.gov/study/NCT00644358	COMPLETED
NCT00644423	Omega-3 Fatty Acids and Post Traumatic Stress Disorder (PTSD)	https://clinicaltrials.gov/study/NCT00644423	COMPLETED
NCT00644657	The Effect of Clopidogrel on Coated-Platelets in Patients Undergoing Cardiac Catheterization	https://clinicaltrials.gov/study/NCT00644657	COMPLETED
NCT00644969	Smoking Cessation Study for Patients With Schizophrenia or Schizoaffective Disorder	https://clinicaltrials.gov/study/NCT00644969	COMPLETED
NCT00645099	A 6 Month Study to Compare the Metabolic Effects of Paliperidone ER and Olanzapine in Patients With Schizophrenia	https://clinicaltrials.gov/study/NCT00645099	COMPLETED
NCT00645593	Study of Gemcitabine and Cisplatin With or Without Cetuximab in Urothelial Cancer	https://clinicaltrials.gov/study/NCT00645593	COMPLETED
NCT00645788	Study to Evaluate the Safety and Efficacy of Ciprofloxacin (Inhaled) in Patients With Cystic Fibrosis	https://clinicaltrials.gov/study/NCT00645788	COMPLETED
NCT00645840	Anti-inflammatory Therapy With Anakinra in Newly Diagnosed Type 1 Diabetes	https://clinicaltrials.gov/study/NCT00645840	COMPLETED
NCT00645944	Randomized, Controlled, Double Blind Trial of Eszopiclone for Insomnia Associated With Schizophrenia	https://clinicaltrials.gov/study/NCT00645944	COMPLETED
NCT00646204	Namenda (Memantine) for Non-motor Symptoms in Parkinson's Disease	https://clinicaltrials.gov/study/NCT00646204	COMPLETED
NCT00646958	Safety and Efficacy Study of Oxazolidinones to Treat Uncomplicated Skin Infections	https://clinicaltrials.gov/study/NCT00646958	COMPLETED
NCT00647270	Study Comparing 80 mg of Adalimumab With Placebo, and Demonstrating the Non-inferiority of Monthly 80 mg Adalimumab Dosing Compared With 40 mg Adalimumab Every Other Week Dosing	https://clinicaltrials.gov/study/NCT00647270	COMPLETED
NCT00648037	Rituximab (Rituxan) for the Prevention of EBV-LPD Epstein Barr Virus (EBV) Lymphoproliferative Disorder Post T Cell Depleted Unrelated and HLA Mis-matched Related HSCT	https://clinicaltrials.gov/study/NCT00648037	COMPLETED
NCT00648895	A Study of the Effect of Nebivolol to Evaluate Its Vasodilatory Effects in Hypertensive Patients	https://clinicaltrials.gov/study/NCT00648895	COMPLETED
NCT00648908	Open-Label Extension Study to Evaluate the Safety, Tolerability and Activity of Oral Fampridine-SR Tablets in Multiple Sclerosis Patients Who Participated in the MS-F203 Trial	https://clinicaltrials.gov/study/NCT00648908	COMPLETED
NCT00649389	Safety and Efficacy Study of a Triple Combination Therapy in Subjects With Hypertension	https://clinicaltrials.gov/study/NCT00649389	COMPLETED
NCT00649792	Open-Label Extension Study to Evaluate the Safety, Tolerability and Activity of Oral Fampridine-SR in Patients With Multiple Sclerosis Who Participated in the MS-F204 Trial	https://clinicaltrials.gov/study/NCT00649792	COMPLETED
NCT00650091	Evaluating the Effectiveness of Prednisone, Azathioprine, and N-acetylcysteine in Patients With IPF	https://clinicaltrials.gov/study/NCT00650091	COMPLETED
NCT00650546	Role of Exenatide in NASH-a Pilot Study	https://clinicaltrials.gov/study/NCT00650546	COMPLETED
NCT00650806	A Study of the Safety and Effectiveness of Canagliflozin (JNJ-28431754) in Promoting Weight Loss in Overweight and Obese Patients Who do Not Have Diabetes	https://clinicaltrials.gov/study/NCT00650806	COMPLETED
NCT00651118	A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies	https://clinicaltrials.gov/study/NCT00651118	COMPLETED
NCT00651755	Aprepitant's Effect on Drug Metabolism in Multi-Day Combination (CHOP/R-CHOP) Chemotherapy Regimen in Lymphoma Patients	https://clinicaltrials.gov/study/NCT00651755	COMPLETED
NCT00651937	Trial of Two Stem Cell Doses To Reduce Transplant Induced Symptom Burden	https://clinicaltrials.gov/study/NCT00651937	COMPLETED
NCT00652145	Dose Escalation and Remission (DEAR)	https://clinicaltrials.gov/study/NCT00652145	COMPLETED
NCT00652366	A Dose-Escalation to Rash Study of Tarceva (Erlotinib) Plus Gemcitabine in Patients With Metastatic Pancreatic Cancer	https://clinicaltrials.gov/study/NCT00652366	COMPLETED
NCT00652457	Study of Memantine to Treat Huntington's Disease	https://clinicaltrials.gov/study/NCT00652457	COMPLETED
NCT00652626	Pharmacokinetics and Safety Study of Azacitidine in Cancer Patients With and Without Impaired Renal Function	https://clinicaltrials.gov/study/NCT00652626	COMPLETED
NCT00653224	A Study Evaluating the Efficacy and Impact on Health-related Quality of Life of Levocetirizine in Adults With Seasonal Allergic Rhinitis	https://clinicaltrials.gov/study/NCT00653224	COMPLETED
NCT00653523	Coadministration of Ezetimibe and Simvastatin in Patients With Primary Hypercholesterolemia (P05457)	https://clinicaltrials.gov/study/NCT00653523	COMPLETED
NCT00653939	A Safety and Efficacy Study of Carboplatin, Paclitaxel, Bevacizumab and CA4P in Non-Small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT00653939	COMPLETED
NCT00654095	Coadministration of Ezetimibe and Atorvastatin in Patients With Primary Hypercholesterolemia (P05456)	https://clinicaltrials.gov/study/NCT00654095	COMPLETED
NCT00654368	CAMEO: Canadian Methotrexate and Etanercept Outcome Study	https://clinicaltrials.gov/study/NCT00654368	COMPLETED
NCT00654381	Japanese P III vs Voglibose and Placebo	https://clinicaltrials.gov/study/NCT00654381	COMPLETED
